brain,species,inj_site,shape
ACC_MMus_230403_b1,MMus,ACC
ACC_MMus_230404_b2,MMus,ACC
ACC_MMus_230427_b3,MMus,ACC
ACC_STeg_230308_b1,STeg,ACC
ACC_STeg_230322_b2,STeg,ACC
ACC_STeg_230501_b3,STeg,ACC
OMC_MMus_220119_b0,MMus,OMC
OMC_MMus_220303_b1,MMus,OMC
OMC_MMus_220324_b2,MMus,OMC
OMC_STeg_220208_b0,STeg,OMC
OMC_STeg_220411_b1,STeg,OMC
OMC_STeg_220429_b2,STeg,OMC
